CODE,ID,NAME,Unit,Description
eths,234,france and islam,3,"this seminar examines french encounters with the muslim world from the middle ages to the present. over the last millennium, france has viewed saracens, moriscos, turks, berbers, and arabs with admiration and fear, disdain and incomprehension. between the eleventh and thirteenth centuries, french soldiers battled in the holy land; for several hundred years after that, france and the ottoman empire exchanged diplomats, traders and slaves. the colonial occupation of algeria that began in 1830 ended violently in 1962. by then, the empire that struck back had also come home through large waves of immigration. today, the social and economic status, religious affiliation, political significance and cultural impact of french citizens of north african descent are the subject of burning national debate. taking a long view on franco-muslim relations, the course will explore such topics as the crusades, mediterranean piracy and captivity, napoleon's egyptian campaign, the algerian war of independence, the ""veil affair,"" riots in the suburbs of paris and world cup soccer. 
offered as"
eths,235,theater and identity,3,"this course aims at surveying identities in dramatic and performance texts in the modern era.  it will help students develop skills to study plays and related theatrical forms, to analyze images for their social and political meanings, to investigate issues of identity, to appreciate the complexities of identity and images of self and other as related in theater, media and the larger political and social contests.  african and african-american identities, latina/o-american and latin american identities, native-american identities, asian-american and asian identities, gender identities will be examined. counts for cas global & cultural diversity requirement."
eths,251,"perspectives in ethnicity, race, religion and gender",3,"this course is designed to introduce students to the study of ethnicity.  basic concepts such as race, gender, class, and identity construction will be examined.  students are encouraged to use the tools and perspectives of several disciplines to address the experiences of ethnic groups in the united states.
offered as"
eths,251a,oral performances and ethnic identities,3,"this course is an in-depth study of  performances that have helped to shape and anchor the identities of different non-western ethnic groups.  the course will explore the multi-generic composition of the oral epic, which combines forms as diverse as narrative, song, praise poetry, theater, music and historical oratory. "
eths,252a,introduction to african-american studies,3,"this course is designed to introduce students to the study of black history, cultures, economics, and politics.  students will learn about the development of the field by exploring theoretical questions, methodological approaches, and major themes that have shaped the study of black people, primarily in the u.s. context.  this is a seminar-style, discussion-based course that emphasizes critical analysis and expository writing.
offered as"
eths,252b,introduction to latina/o studies,3,"interdisciplinary introduction to the basis for a latina/o ethnicity through an exploration of commonalities and differences in the peoples of latin american and caribbean origin within the continental united states. topics include methodological and theoretical formulations central to the field (e.g., racial, gender, and sexual formations, modes and relations of production and class, nation and transnation), history and contemporary issues of identity, family, community, immigration, and the potential for a pan-ethnic identity. discussions will focus on major demographic, social, economic and political trends: historical roots of latinas/os in the u.s.; the evolution of latina/o ethnicity and identity; immigration and the formation of latina/o communities; schooling and language usage; tendencies and determinants of socioeconomic and labor force status; discrimination, segregation and bias in contemporary america; racial and gender relations; and political behavior among latinas/os.  
offered as:"
eths,253a,introduction to modern african history,3,"a general introduction to major themes in modern african history, with an emphasis on the nineteenth and twentieth centuries.  topics include oral tradition and narrative, economic structure and dynamics, religious movements, colonialism, nationalism, and the dilemmas of independent african states.
offered as"
eths,253b,introduction to latin american history,3,"this course provides an introduction to the historical and cultural development of latin america, in an attempt to identify the forces, both internal and external, which shape the social, economic and political realities in present day latin america.  beginning with its pre-columbian civilizations, the course moves through the conquest and colonial period of the americas, the wars of independence and the emergence of nation-states in the nineteenth century, and the issues confronting the region throughout the turbulent twentieth century, such as migration and urbanization, popular protest and revolution, environmental degradation, great power intervention, the drug trade and corruption, and the integration of the region into the global economy.
offered as"
eths,254,the holocaust,3,"this class seeks to answer fundamental questions about the holocaust: the german-led organized mass murder of nearly six million jews and millions of other ethnic and religious minorities.  it will investigate the origins and development of racism in modern european society, the manifestations of that racism, and responses to persecution.  an additional focus of the course will be comparisons between different groups, different countries, and different phases during the nazi era.
offered as"
eths,258,history of southern africa,3,"a survey of southern africa from about 1600. topics include the social structure of pre-colonial african societies, the beginnings of european settlement, the rise of shaka, the discovery of minerals and the development of industry, zimbabwe's guerrilla war and independence, and the rise and apparent demise of apartheid.
offered as"
eths,260,u,s,"begins with the african encounter with europeans during the emergence of the modern slave trade. students are introduced to the documents and secondary literature on the creation and maintenance of slavery, first in colonial america, and then in the united states. the course concludes with the destruction of slavery.
offered as"
eths,261,african-american history 1865-1945,3,"explores the fashioning of a modern african-american culture between emancipation and the end of world war ii. emergence of a northern-based leadership, the challenge of segregation, emergence of bourgeois culture, the fashioning of racial consciousness and black nationalism, the shift from a primarily southern and rural population to one increasingly northern and urban, the creation and contours of a modern african-american culture, the construction of racial/gender and racial/class consciousness.
offered as"
eths,262,african-american history since 1945,3,"completes the three-term sequence of the african-american history survey (although the first two courses are not prerequisites for this course). explores some of the key events and developments shaping african-american social, political, and cultural history since 1945.
offered as"
eths,265,malcolm and martin,3,"an examination of the lives, religious thought, and ideological frameworks of malcolm x and martin luther king, jr. the course will investigate malcom x and martin king's religious beliefs and activist strategies; the ideas and strategies of other civil rights and black nationalist leaders who influenced and challenged martin and malcom's ideas on race, gender, class, and sexuality; and the historical antecedents for these strategies within nineteenth-century black religious, social, and political movements. their impact on modern african american religious thought, american political culture, and international human rights movements will also be explored.
offered as"
eths,280,history of modern mexico,3,"this course explores the major issues that have influenced the formation of modern mexico.  this class is organized around three major themes.  first, we will examine mexican identity formation and its political implications. second, we will assess mexican life in relation to the development of the mexican economy.  finally, we will survey how elite and popular forms of violence have affected mexican society.  throughout the course, we will discuss the significance of the colonial heritage, regional distinctions, racial and gender stratification, and the creation and reconfiguration of various types of borders.
offered as"
eths,295,the francophone world,3,"the course offers an introduction to the francophone world from a historical, cultural, and literary perspective. the francophone world includes countries and regions around the globe with a substantial french-speaking population (and where french is sometimes, but not always, an official language): north america (louisiana, quebec, and acadia); north africa (tunisia, morocco, algeria, and egypt); the middle-east (lebanon, syria); the caribbean (martinique, guadeloupe, haiti); southeast asia (vietnam); and europe (france, belgium, switzerland, and luxembourg)."
eths,301,"women, creativity and the arts",3,"in this course, students will focus on two areas of study: a) women and creativity and b) women and activism through the arts.  a history of women in the arts will be covered, but the general focus of the course is on women in the arts since the 1960s in particular, and on artwork that reflects or provokes social change.  ""arts"" are defined in the broadest of sense.  that is , students will study women's production in painting, photography, graphic design, sculpture, dance, film, music, and theater.  a variety of learning techniques will be applied: students will look at feminist theories on art, be introduced to the notion of cyberfeminism, study actual artwork and its reproductions, understand the role of are in feminist activism and how women ""create"" differently from men, and work closely with several feminist artists/activists through various programs on campus and the community in order to facilitate the planning and carrying out of artistic production.  subsequently, students will interact with children in cleveland schools in conjunction with these artists giving master classes, and be exposed to art exhibits abroad through videoconferencing with the algerian cultural center in paris and locally through university circle institutions.
offered as"
efda,111,tooth morphology for the efda,1,instructional laboratory sessions provide experience with viewing models of teeth as well as reproducing teeth in wax.  mastery of terminology and basic facts of dental anatomy and tooth positions of permanent and primary teeth.  introduction of proper instrumentation begins.
efda,113,dental materials for the efda,1,"instructional laboratory sessions cover the physical and chemical properties and uses and manipulation of materials used in protection of the pulp and intracoronal temporization.  composition, properties and manipulation of dental amalgam, composite and pit and fissure sealant materials are also introduced.  isolation techniques and rubber dam placement lab."
efda,115,restorative dentistry for the efda i,3,"skill development in the placement and carving of class i, ii, v and complex amalgam restorations on the typodont.  skill development in the placement and finishing and polishing of class i, ii, iii, iv, and v composite restoration and amalgam restoration finishing and polishing on the typodont.  continued skill development in instrumentation, body positioning and ergonomics.  skill development in the use of low and high speed handpieces for rotary instrument use in finishing and polishing restorations.  skill development in self-evaluation using specific criteria.  pit and fissure sealant applications. **student must show competency of skills acquired to be able to progress in clinical practicum for the efda**."
efda,116,restorative dentistry for the efda ii,2,"students begin preparation for the state board examination by demonstrating successful completion of amalgam and composite restorations with increasingly difficult grading evaluation, mastery of self evaluation skills, decreasing restoration placement time and by completing 3 mock board examinations.  students must pass a final clinical and didactic examination to pass the course.  emphasis on understanding ohio efda registration protocol."
efda,120,clinical practicum for the efda,2,students fulfill the ohio state dental board requirement of having clinical experience on patients in cwru approved dental clinics.  clinic sessions include a variety of restorative experiences on many patients.  one 8 hour session is required for 4 weeks.  students will restore patients' teeth under the supervision of a licensed dentist and a clinical supervisor in clinics affiliated with cwru.  emphasis is placed on restoring metallic and non-metallic restorations.
efda,122,clinical board review,,"review of restorative expanded functions for the dental auxiliary.  this two day course is designed to prepare the registered dental hygienist or certified dental assistant for the efda certification examination administered by the commission on dental testing in ohio.  successful completion of an approved efda course is a prerequisite for attendance.  this course meets the requirements as remediation for auxiliaries who have not passed the certifying examination after two attempts.  the course will involve both laboratory reviews and practice, preparing the participant for the clinical examination."
emac,125,freshman research on polymers,1,"freshman research in polymer chemistry, engineering, and physics. students will be placed in active research groups and will participate in real research projects under the supervision of graduate students and faculty mentors."
emac,270,introduction to polymer science and engineering,3,"science and engineering of large molecules. correlation of molecular structure and properties of polymers in solution and in bulk. control of significant structural variables in polymer synthesis. analysis of physical methods for characterization of molecular weight, morphology, rheology, and mechanical behavior.
prereq:"
emac,276,polymer properties and design,3,"the course reviews chemical and physical structures of a wide range of applications for synthetic and natural polymers, and addresses ""which polymer do we choose for a specific application and why?"" we examine the polymer properties, the way that these depend on the chemical and physical structures, and reviews how they are processed. we aim to understand the advantages and disadvantages of the different chemical options and why the actual polymers that are used commercially are the best available in terms of properties, processibility and cost. the requirements include two written assignments and one oral presentation.
prereq:"
emac,303,structure of biological materials,3,"structure of proteins, nucleic acids, connective tissue and bone, from molecular to microscopic levels.  an introduction to bioengineering biological materials and biomimetic materials, and an understanding of how different instruments may be used for imaging, identification and characterization of biological materials. recommended preparation:"
emac,325,undergraduate research in polymer science,1 - 3,"undergraduate laboratory research in polymer chemistry/physics/engineering. students will undertake an independent research project, working under the mentoring of both a graduate student and a faculty member. a mid-term written progress report is required. a written report and oral presentation will be made at the end of the semester. can be taken for 1-3 credits per semester, up to a total of 6 credit hours. students are expected to spend approximately 5 hours/week in the laboratory per credit registered each semester. recommended preparation: sophomore/junior standing and consent of instructor."
emac,351,physical chemistry for engineering,3,"principles of physical chemistry and their application to systems involving physical and chemical transformations. the nature of physical chemistry, properties of gases, overview of the laws of thermodynamics, thermochemistry, solutions, phases and chemical equilibrium, kinetics of chemical reaction, solutions of electrolytes and introduction to quantum mechanics, atomic structure and molecular statistics.
prereq:"
emac,352,polymer physics and engineering,3,"single chain statistics and thermodynamics of dilute polymer solutions (single chain statistics, flory-kringbaum theory, vapor pressure and osmotic pressure, light, small angle x-ray, and small-angle neutron scattering), solid state properties of polymers (polymer viscoelasticity (time-temperature superposition; rubber thermodynamics and statistics), glasses and related mechanical properties (fracture mechanism), crystals and liquid crystals; structure property relationship, polymer blends, block copolymers and composites, transport phenomena (conversation of mass, momentum and energy, differential forms, integral forms, momentum transport, laminar and turbulent flow, navier-stokes equation, mass transport, diffusion, fick's law) and transport phenomena of polymer solutions (intrinsic viscosity, sedimentation and diffusion, dynamic light scattering, polyelectrolytes and block copolymers in solution, size exclusion chromatography).
prereq:"
emac,355,polymer analysis laboratory,3,"experimental techniques in polymer synthesis and characterization. synthesis by a variety of polymerization mechanisms. quantitative investigation of polymer structure by spectroscopy, diffraction and microscopy.  molecular weight determination.  physical properties.
prereq:"
emac,370,polymer chemistry,3,"the fundamentals of organic chemistry of polymer synthesis, suitable for laboratory and industrial polymer production.
prereq:"
emac,372,polymer processing and testing laboratory,3,"basic techniques for the rheological characterization of thermoplastic and thermoset resins; ""hands-on"" experience with the equipment used in polymer processing methods such as extrusion, injection molding, compression molding; techniques for mechanical characterization and basic principles of statistical quality control.
prereq:"
emac,375,fundamentals of non-newtonian fluid mechanics and polymer rheology,3,"this course will involve the study of rheology from the perspectives of rheological property measurement, phenomenological and molecular models, and applicability to polymer processing.  in particular, students will be introduced to:1) general concepts of rheology and newtonian fluid mechanics, 2) standard flows and material functions; 3) the role of rheology as a structural characterization tool, with an emphasis on polymeric systems; 4) experimental methods in rheology with quantitative descriptions of associated flows and data analyses; 5) viscoelasticity and non-newtonian fluid mechanics, including the application of models, both phenomenological and molecular, to the prediction of rheological behavior and extraction of model parameters from real data sets; and 6) the relevance of rheological behavior of different systems to practical processing schemes, particularly with respect to plastics manufacturing.
offered as"
emac,376,polymer engineering,3,"mechanical properties of polymer materials as related to polymer structure and composition. visco-elastic behavior, yielding and fracture behavior including irreversible deformation processes. recommended preparation:"
emac,377,polymer processing,3,"application of the principles of fluid mechanics, heat transfer and mass transfer to problems in polymer processing; elementary steps in polymer processing (handling of particulate solids, melting, pressurization and pumping, mixing); principles and procedures for extrusion, injection molding, reaction injection molding, secondary shaping.
prereq:"
emac,378,polymer engineer design product,3,"uses material taught in previous and concurrent courses in an integrated fashion to solve polymer product design problems.  practicality, external requirements, economics, thermal/mechanical properties, processing and fabrication issues, decision making with uncertainty, and proposal and report preparation are all stressed.  several small exercises and one comprehensive process design project will be carried out by class members.  offered as"
emac,379,advanced polymer engineering,2,"this advanced polymer engineering course will focus on the ultimate engineering properties for polymers, including fracture mechanics, electrical, and optical properties of polymers.  for polymer fracture mechanics, deformation and fracture behavior of polymers will be introduced.  the electrical properties include both insulation and conduction/semiconduction properties for polymers.  in the optical property section, we will introduce polymer photonics and polymers in liquid crystal displays.  the goal of the course is to help students achieve fundamental understanding of advanced polymer properties. "
emac,396,special topics,1 - 18,(credit as arranged.)
emac,398,polymer science and engineering project i,1 - 3,"(senior project). research under the guidance of faculty. requirements include periodic reporting of progress, plus a final oral presentation and written report. repeatable up to 3 credit hours. when taken for 3 credits it may be spread over two successive semesters. counts as sages senior capstone.
prereq: senior standing."
emac,399,polymer science and engineering project ii,1 - 9,"(senior project.)  research under the guidance of staff, culminating in thesis. recommended preparation: majors only and senior standing."
emac,400t,graduate teaching i,0,"this course will engage the ph.d. students in teaching experiences that will include non-contact (such as preparation and grading of homeworks and tests) and direct contact (leading recitations and monitoring laboratory works, lectures and office hours) activities.  the teaching experience will be conducted under the supervision of the faculty.  all ph.d. students will be expected to perform direct contact teaching during the course sequence.  the proposed teaching experiences for emac ph.d. students are outlined below in association with undergraduate classes.  the individual assignments will depend on the specialization of the students.  the activities include grading, recitation, lab supervision and guest lecturing. recommended preparation: ph.d. student in macromolecular science."
emac,401,polymer foundation course i: organic chemistry,3,"the class is an introduction to the synthesis and organic chemistry of macromolecules.  the course introduces the most important polymerization reactions, focusing on their reaction mechanisms and kinetic aspects.  topics include free radical and ionic chain polymerization, condensation (step-growth) polymerization, ring-opening, insertion and controlled addition polymerization.  there is no limit on the number of students for the class as a whole."
emac,402,polymer foundation course ii: physical chemistry,3,"this class is an introduction to the physical chemistry of polymers in solution.  topics include: polymer statistics: (microstructure, chain configuration, and chain dimensions), thermodynamics and transport properties of polymers in solution, methods for molecular weight determination, physical chemistry of water-soluble polymers, and characterization of polymer microstructure (ir and nmr).  there is no limit on the number of students for the class as a whole."
emac,403,polymer foundation course iii: physics,3,"this class is an introduction to the physics of polymers in the bulk amorphous and crystalline states.  topics include: structural and morphological analysis using x-ray diffraction, electron microscopy and atomic force microscopy, characterization of thermal transitions, viscoelastic behavior and rubber elasticity, and dynamic mechanical analysis.  there is no limit on the number of students for the class as a whole."
emac,404,polymer foundation course iv: engineering,3,"this class is an introduction to the engineering and technology of polymeric materials.  topics include: additives, blends and composites, natural polymers and fivers, thermoplastics, elastomers, and thermosets, polymer degradation and stability, polymers in the environment, polymer rheology and polymer processing, and polymers for advanced technologies (membrane science, biomedical engineering,  applications in electronics, photonic polymers).  there is no limit on the number of students for the class as a whole."
emac,405,polymer characterization laboratory,3,"laboratory experience through synthesis and characterization of polymers.  synthesis via addition and condensation polymerization.  characterization methods include size exclusion chromatography, infrared and nmr spectroscopy.  solid samples are characterized by x-ray diffraction, electron microscopy, thermal analysis, and physical properties.  fluid samples are characterized by melt rheology.
prereq:"
emac,410,polymers plus self - assembly and nanomaterials,2,"the course focuses on the concepts of supramolecular chemistry and self-assembly specifically as it applies to nano-polymeric systems. after dealing with many of the fundamental aspects of supramolecular chemistry the focus of the class deals with how to access/utilize nano-scale features using such processes, namely the 'bottom-up' approach to nanomaterials/systems. areas which will be addressed include block copolymers, dna assemblies, nanotubes and dendrimers.
prereq:"
emac,413,polymers plus green chemistry and engineering,2,"this course focuses on green chemistry and engineering, particularly as it relates to polymers.  specific topics to be covered in this course will include green chemistry, catalysis, alternative solvents, green processing, renewable materials, and life cycle analysis.  case studies will be utilized to connect lecture topics to real-world examples.
prereq:"
emac,414,polymers plus advanced composite and nanocomposite materials and interfaces,2,"""advanced composite and nanocomposite materials and interfaces"" will aim at providing advanced concept in composite material structures, importance of interface on the property development, rheological background to be able to manufacture optimized materials, and appropriate processing techniques to choose for a specific product to be manufactured.

specifically, this course will discuss the following items:
1. basic concept of heterogeneous materials including advantages and problems associated with making multiphase materials.
2. it will review broadly the materials used to make composites and nanocomposites.
3. unique properties of composites/nanocomposites in rheological, mechanical, and physical properties will be discussed.
4. various composite processing techniques will be discussed in detail.
5. surface treatment of the reinforcing materials and interface/interphase structures of composites/nanocomposites will be discussed."
emac,415,polymers plus structure and morphology,2,"this special topic focuses on polymer structure and morphology and their applications.  topics include solid-state physics of various polymeric materials, ranging from crystalline polymers to liquid crystalline polymers, and block copolymers.  first, symmetry operation, space groups, reciprocal spaces are introduced.  examples of the crystalline structures of industrially important polymers and typical polymer crystalline morphology such as lamellar and spherulitic crystals are discussed.  defects in crystalline polymer is also an important issue that determines their physical properties.  second, typical phase structure and transitions of liquid crystals and liquid crystalline polymers are introduced, including both thermotropic and lyotropic liquid crystals.  finally, nanostructure and morphology of block copolymers are discussed.
prereq:"
emac,417,functional polymers,2,"polymers have traditionally been used for the so-called passive applications in many areas, ranging from engineering materials to electronics devices.  various functional polymers have now been synthesized with unusual electronic, optical, and mechanical properties.  these properties allow polymers to be used as active components for various applications, where they play an active role in regulating the property of materials and performance of devices.  examples include, but not limited to, polymer sensors, polymer actuators, polymer light-emitting diodes, and polymer photovoltaic cells.  the objective of this proposed course is to provide polymer engineering and polymer science students with the recent development in functional polymers and their device-related applications.

course outline:
1). the concept of functional polymers (0.5 week)
2). electronically active polymers (1 weeks) - synthesis, structure, conduction mechanism, and property
3). optically active polymers (1.5 weeks): light-emitting polymers, photovoltaic polymers, non-linear optical polymers
4). stimuli-responsive polymers (2 weeks): solvent/temperature/ph responsive polymers, field responsive polymers
5). functional polymers for device applications (2 weeks): polymer sensors and actuators, plastic electronics, polymer light-emitting diodes and photovoltaic cells, polymeric biomedical devices"
emac,421,polymer plus hierarchical structures and properties,2,"discuss the hierarchical solid state structure of synthetic and naturally occurring polymeric systems and relate these structures to their properties.  particular emphasis will be on natural systems containing collagen(s) and carbohydrate(s), and on synthetic crystalline, liquid crystalline, and reinforced composite polymeric materials.  in order to prepare students for application of these concepts we will determine how mechanical, transport and optical (photonic) behavior can be controlled by structure manipulation.
prereq:"
emac,422,polymers plus microscopy,2,"this course focuses on application of microscopy techniques to the analysis of the microstructure of polymeric materials.  specifically, atomic force microscopy, transmission and scanning electron microscopy, and optical microscopy will be discussed.  practical aspects of these techniques will be applied to a variety of systems, including block copolymers, nanocomposites, lc polymers, and multi-layered films.
prereq:"
emac,423,"polymers plus adhesives, sealants and coatings",2,"an introduction to the technology of adhesives, sealants and coatings.  relevant adhesion theories and practices.  resin structure and reactivity.  principles of film formation and rheology control.  pigment dispersion and color measurement.  test methods for mechanical properties and durability.  materials technology to comply with environmental regulations.
prereq:"
emac,425,polymer plus energy,2,"energy research has become the focus of the twenty-first century.  this course is a special topic on polymers in the energy field and related applications.  we primarily focus on polymers for solar cells, fuel cells, batteries, double layer electrochemical capacitors, dielectric capacitors, and wind energy.  for solar cells, we will introduce conducting polymers and basic types of polymer solar cells.  for fuel cells, we will introduce both proton- and hydroxide-exchange fuel cells.  fundamental issues of ion transport, water management, and fuel cell longevity will be introduced.  for supercapacitors, we will introduce porous carbon structures and charge storage mechanism.  for dielectric capacitors, we will introduce fundamental concepts in electrostatics, different types of polarization, and loss mechanism.  for wind energy, we will introduce polymer composites for wind blades and polymer coatings.  this course will combine lectures and contemporary literature reviews/essays."
emac,426,"biopolymers: structure, synthesis, and application in medicine",2,"an introduction to biomacromolecules including dna, rna, and proteins.  the course will deal with the synthesis and manipulation of biological and synthetic macromolecules as it applies to topics in modern medicine.  topics covered will include nanoparticle gene and drug delivery systems, polymer hydrogels, polymer imaging agents, and protein-polymer conjugates.  the purpose of this course is to provide a survey of important areas in medicine where a polymer chemist/engineer can intervene to make a meaningful contribution.
prereq:"
emac,436,polymers in advanced packaging systems,2,"this course serves as a graduate-level introduction to structure-property relationships for many important polymeric materials.  roughly one specific class of polymer will be studied in detail per week, with analysis and discussion that includes discovery history, physical structure (e.g., morphology) and processing, and how these relate to mechanical, thermal, optical, transport and other properties important in packaging.  examples of selected polymers include polyolefins, vinyl polymers, polyesters, ionomers, and bio-based plastics.  a growing awareness of sustainability considerations for packaging with be addressed in the course.
prereq:"
emac,437,advanced polymeric films,2,"this course is focused on processing structure and property relationships with particular emphasis on a variety of layered film systems.  two classes will be offered per week, emphasizing a large variety of layered film systems for advanced applications.  these film systems exhibit unique properties that allow applications in 1) selective barrier films for food and packaging and flexible photocell protection; 2) optical and photonic characteristics for security-enhanced devices and systems; 3) transport phenomena and separation processes for battery separators and particle separation; and, 4) multilayer films for enhancement of mechanical and adhesive properties.
prereq:"
emac,438,packaging design and innovation,3,"the course aims to introduce an enterprise-wide understanding of challenges and opportunities for innovation in packaging design. students will be introduced to the discipline of product design in the area of advanced packaging systems with an emphasis on needs-based innovation, sustainability, and value creation that leverages technical considerations from a deep understanding of polymer science and engineering. this will be accomplished through an intensive team-based design project selected from a list of topics proposed by industry with fast-feedback via value creation forums and culminating with a functional prototype.  an industry representative will co-mentor each team. 

in addition to a weekly drive toward design and execution of a compelling design project, one class each week will emphasize an important theme that connects to the overall design philosophy. topics include human factors, sustainability, and marketing among others.
prereq:"
emac,450,the business of polymers,2,"this course will link polymer technology to business and management issues that need to be considered for successful technology commercialization.  topics include project management, finance, opportunity assessment, the voice of the customer, and protection of intellectual property. case studies from both large and small companies will be used to illustrate key concepts.  recommended preparation:"
emac,460,polymers plus structure-property relationships: a polymer per week,2,"this course serves as a graduate-level introduction to structure-property relationships for synthetic as biologically-derived macromolecules. one specific macromolecular system will be selected per week, with detailed analysis that includes historical considerations, synthesis, chemical and physical structure, and processing, and how these relate intimately to properties (e.g., mechanical, optical, thermal, electrical) and performance.  examples of selected polymers include polyethylene, vinyl polymers, biodegradable synthetic polyesters, high-performance fibers, biopolymers such as collagen and silk, and intrinsically conducting polymers.  discussions will also include emerging opportunities for polymers chosen and potential limitations to a broader range of applications.  grades will be determined from two detailed papers focusing on the molecular origins of structure-property relationships, a presentation on one of the papers, and in-class participation.
prereq:"
emac,461,chemistry of fire safe polymers and composites,3,"chemistry of fire safe polymers and composites starts with the introduction of characterization techniques used for fire safe materials and combustion phenomena research.  general discussion on how reduced flammability of polymers and composites are obtained, for example by additives and preparing intrinsically thermally stable chemical structure and some examples of smart approaches, will be discussed.  it also discusses the synthetic methods of preparing high temperature stable polymers in addition to the raw materials used to prepare those materials.  special emphasis will be placed on the thermal stability data obtained by thermogravimetric analysis (tga) and combustion calorimetry for those fire safe materials.  mechanistic aspects of the flammability of polymers will be explained with special emphasis on the molar contribution of chemical functionality to the heat release capacity.  theoretical derivation of thermokinetic parameters will be explained.  in addition, a common sense build-up will be attempted by providing actual numbers associated with those thermokinetic parameters.  upon completion of background formation, a more advanced materials, composites and nanocomposites, will be discussed using the results recently reported.  preliminary attempts to explain flame retardation by nanocomposite structures will also be discussed.
offered as"
emac,463,fire dynamics,3,"this course introduces compartment fires and burning behavior of materials. topics include: buoyant driven flow, fire plume, ceiling jet, vent flow, flashover and smoke movement as well as steady burning of liquids and solids; ignition, extinction and flame spread over solids. recommended preparation: elementary knowledge in thermo-fluids is required.
offered as"
emac,464,fire protection engineering,3,"this course introduces essentials of fire protection in industry and houses. topics include: hazard identification (release of flammable gases and their dispersion), fire and explosion hazards, prevention and risk mitigation, fire detection systems, mechanisms of fire extinguishment, evaluation of fire extinguishing agents and systems.
offered as"
emac,471,polymers in medicine,3,"this course covers the important fundamentals and applications of polymers in medicine, and consists of three major components: (i) the blood and soft-tissue reactions to polymer implants; (ii) the structure, characterization and modification of biomedical polymers; and (iii) the application of polymers in a broad range of cardiovascular and extravascular devices.  the chemical and physical characteristics of biomedical polymers and the properties required to meet the needs of the intended biological function will be presented.  clinical evaluation, including recent advances and current problems associated with different polymer implants.  recommended preparation:"
emac,475,fundamentals of non-newtonian fluid mechanics and polymer rheology,3,"this course will involve the study of rheology from the perspectives of rheological property measurement, phenomenological and molecular models, and applicability to polymer processing.  in particular, students will be introduced to:1) general concepts of rheology and newtonian fluid mechanics, 2) standard flows and material functions; 3) the role of rheology as a structural characterization tool, with an emphasis on polymeric systems; 4) experimental methods in rheology with quantitative descriptions of associated flows and data analyses; 5) viscoelasticity and non-newtonian fluid mechanics, including the application of models, both phenomenological and molecular, to the prediction of rheological behavior and extraction of model parameters from real data sets; and 6) the relevance of rheological behavior of different systems to practical processing schemes, particularly with respect to plastics manufacturing.
offered as"
emac,476,polymer engineering,3,"mechanical properties of polymer materials as related to polymer structure and composition. visco-elastic behavior, yielding and fracture behavior including irreversible deformation processes. recommended preparation:"
emac,477,elementary steps in polymer processing,3,"this course is an application of principles of fluid mechanics and heat transfer to problems in polymer processing.  in the first part of the course, basic principles of transport phenomena will be reviewed.  in the second part, the elementary steps in polymer processing will be described and analyzed with application to a single screw extruder."
emac,478,polymer engineer design product,3,"uses material taught in previous and concurrent courses in an integrated fashion to solve polymer product design problems.  practicality, external requirements, economics, thermal/mechanical properties, processing and fabrication issues, decision making with uncertainty, and proposal and report preparation are all stressed.  several small exercises and one comprehensive process design project will be carried out by class members.  offered as"
emac,479,advanced polymer engineering,2,"this advanced polymer engineering course will focus on the ultimate engineering properties for polymers, including fracture mechanics, electrical, and optical properties of polymers.  for polymer fracture mechanics, deformation and fracture behavior of polymers will be introduced.  the electrical properties include both insulation and conduction/semiconduction properties for polymers.  in the optical property section, we will introduce polymer photonics and polymers in liquid crystal displays.  the goal of the course is to help students achieve fundamental understanding of advanced polymer properties. "
emac,480,writing an nsf-style scientific proposal,2,"the aim of this course is to learn how to develop a national science foundation (nsf) grant proposal. the class will include all aspects of building an nsf proposal from the intellectual merit of the scientific content to its broader impacts.  it will also focus on how to put together the other aspects required for an nsf proposal, such as budget, facilities, nsf-style bio, etc. the class will involve some lectures on the basics of putting the proposal together (best practices, etc.) followed by writing the nsf proposal using the nsf's current grant proposal guide (gpg). the class will meet once a week to discuss the progress of each of the student's proposals. the students will be expected to come up with their own polymer-related scientific idea for the grant proposal (which has to be approved by the macromolecular sci & eng graduate committee before the end of the second week of class). toward the end of the class all proposals will be evaluated by the students (each student will be assigned as a primary reviewer for some of the proposals, a secondary reviewer and a scriber for others). the class will then hold a nsf-style proposal panel review. each proposal will be awarded an nsf evaluation grade (excellent, very good, good, fair, poor) and a final review report for each proposal will be drafted by the students.  the final grade for this class depends on the quality of the proposal as well as the students' participation in the nsf-style panel review process."
emac,490,polymers plus professional development,1,"this course focuses on graduate student professional development. the course involves weekly meetings and oral presentations with attention on the content and style of the presentation materials (powerpoint, posters, etc.), oral presentation style and project management skills. this course can be taken for the total of 3 credits over three different semesters."
emac,491,polymers plus literature review,1,"this course involves weekly presentations of the current polymer literature. it involves at least one presentation by the enrolled student and participation in all literature reviews (at least 10/semester). the course will focus on presentation skills (both oral and written), scientific interpretation, and development of peer-review skills. this course can be taken for a total of 3 credits over three different semesters."
